transaction_id,user_id,amount,payment_method,transaction_status,failure_reason,timestamps
7120,1285,3606.34,UPI,FAILED,Invalid PIN,1/20/2024 16:19
6008,1946,0.96,NetBanking,Failed,Invalid PIN,1/24/2024 9:21
1091,1577,3572.71,UPI,Failed,Bank Server Down,2/29/2024 13:20
4896,1113,264.7,NetBanking,Success,,1/2/2024 10:03
12647,1356,1102.75,NetBanking,Success,Bank Server Down,2/6/2024 9:31
10854,1223,777.57,CARD,Success,Invalid PIN,2/9/2024 5:21
14537,1416,3912.91,NetBanking,Success,Insufficient Balance,2/28/2024 15:15
11022,1504,886.83,,Success,,2/10/2024 22:35
13506,1686,3568.41,UPI,Success,,1/15/2024 4:35
1873,1291,618.61,UPI,Failed,Timeout,2/6/2024 2:05
9430,1484,142.44,upi,Success,,2/29/2024 13:09
12193,1289,2823.77,,Success,Bank Server Down,2/3/2024 3:41
500,1569,87.08,upi,Failed,,2/6/2024 17:45
5475,1995,129.84,UPI,Failed,,2/13/2024 23:11
13761,1088,2607.29,upi,Success,,1/21/2024 3:21
13464,1019,258.59,upi,Success,,2/10/2024 1:46
10203,1745,2339.05,NetBanking,Success,Bank Server Down,1/12/2024 14:25
5898,1558,157.48,UPI,Success,,1/5/2024 20:45
6240,1546,4080.48,NetBanking,Success,Bank Server Down,2/27/2024 9:03
10357,1146,989.09,Card,Success,Invalid PIN,2/8/2024 7:06
1621,1875,40.11,CARD,Success,,1/19/2024 19:34
7821,1949,3302.57,UPI,Success,,1/23/2024 9:32
13345,1052,3364.48,Card,Failed,Timeout,1/28/2024 22:17
13033,1023,529.7,upi,Failed,Insufficient Balance,1/27/2024 15:26
1359,1089,1818.1,Wallet,Success,Insufficient Balance,1/13/2024 17:03
5,1106,2018.43,,Success,,1/12/2024 22:42
4653,1678,206.46,upi,Success,Insufficient Balance,1/17/2024 10:41
2038,1492,1985.8,upi,Failed,Bank Server Down,2/5/2024 17:07
1154,1359,12.45,NetBanking,Failed,Bank Server Down,1/23/2024 7:19
4924,1793,729.24,Wallet,Success,,1/16/2024 16:32
2202,1900,2591.27,UPI,Success,,2/16/2024 21:46
5842,1094,4383.65,,Failed,Timeout,2/27/2024 10:00
13873,1939,2668.17,,Success,,2/10/2024 9:57
3300,1652,1827.53,upi,Success,Invalid PIN,2/7/2024 23:22
14337,1979,9.79,CARD,Failed,,2/7/2024 13:26
1418,1839,3626.64,Wallet,Success,,1/1/2024 18:44
9156,1235,361.27,Card,Success,Invalid PIN,1/27/2024 7:59
5690,1305,1484.26,Wallet,Success,Insufficient Balance,2/29/2024 15:52
11002,1083,3507.93,NetBanking,Failed,,1/4/2024 1:11
387,1672,14.84,,success,,1/10/2024 4:23
8685,1859,2078.7,Wallet,Success,Bank Server Down,1/19/2024 21:12
8468,1421,5727.42,UPI,Failed,Invalid PIN,1/9/2024 16:26
11585,1574,1769.57,CARD,Failed,,2/16/2024 5:36
14626,1955,1471.1,NetBanking,Success,Timeout,2/19/2024 13:56
555,1853,176.55,,Success,Invalid PIN,1/28/2024 7:30
10984,1447,54.97,NetBanking,Success,Insufficient Balance,2/11/2024 15:38
2462,1720,509.47,NetBanking,Success,Insufficient Balance,1/27/2024 9:46
11071,1598,194.04,NetBanking,Success,Insufficient Balance,1/30/2024 15:43
12178,1366,1297.64,,success,Bank Server Down,1/19/2024 1:33
13484,1135,723.15,Card,Success,Insufficient Balance,1/16/2024 16:00
8078,1557,1594.91,NetBanking,Success,Timeout,1/12/2024 18:22
13519,1559,1244.18,UPI,FAILED,,1/12/2024 4:56
2344,1032,1343.26,,Success,Timeout,1/10/2024 13:05
10468,1387,576.58,,Failed,Bank Server Down,2/29/2024 17:07
10723,1267,267.91,upi,Success,Invalid PIN,2/26/2024 16:28
2095,1398,1715.32,CARD,Success,Insufficient Balance,1/3/2024 2:24
4529,1249,3365.8,Card,,Invalid PIN,1/15/2024 19:38
9550,1985,3501.93,NetBanking,Success,,2/27/2024 5:21
7719,1843,2309.11,,Failed,Insufficient Balance,2/3/2024 5:07
10764,1920,1680.07,Wallet,Success,Insufficient Balance,2/18/2024 10:23
1266,1232,464.19,NetBanking,Success,Invalid PIN,1/21/2024 14:37
4565,1769,214.76,Card,Success,Insufficient Balance,1/28/2024 20:55
193,1460,2074.4,CARD,Success,Insufficient Balance,1/10/2024 20:31
4240,1190,417.36,,Success,,2/7/2024 9:41
1203,1336,4179.71,UPI,Failed,Bank Server Down,2/9/2024 4:41
14009,1050,184.38,NetBanking,Success,Insufficient Balance,2/24/2024 5:19
7295,1959,638.21,CARD,FAILED,Timeout,1/18/2024 17:17
3394,1597,4967.7,NetBanking,Success,Insufficient Balance,1/19/2024 1:43
13145,1081,2544.31,Card,Success,Timeout,2/21/2024 19:19
7550,1879,1182.19,UPI,FAILED,Invalid PIN,1/12/2024 17:05
8647,1969,2296.79,Card,,,1/8/2024 22:37
7757,1886,682.13,Card,Success,Insufficient Balance,2/24/2024 3:43
9231,1438,1269.48,UPI,FAILED,Insufficient Balance,2/29/2024 1:55
9041,1074,2805.54,NetBanking,Success,Bank Server Down,1/22/2024 9:56
985,1557,4013.09,UPI,Success,,2/19/2024 19:33
11417,1557,544.88,upi,Success,Bank Server Down,2/16/2024 14:52
1938,1274,514.75,UPI,Failed,Timeout,1/22/2024 4:24
7150,1925,528.37,Card,Failed,,1/19/2024 23:05
3036,1583,416.75,upi,Failed,Insufficient Balance,2/29/2024 23:53
28,1385,9.82,Card,Failed,,1/29/2024 18:57
7271,1933,813.19,,Success,Invalid PIN,2/10/2024 5:41
11684,1605,3142.04,upi,Success,Invalid PIN,2/15/2024 6:48
3779,1318,-546.13,UPI,Success,Invalid PIN,2/11/2024 4:10
14972,1261,4666.24,CARD,Success,,1/7/2024 12:15
799,1563,2284.56,,Success,Bank Server Down,1/31/2024 0:49
10622,1178,2505.91,Card,FAILED,,1/25/2024 11:29
8393,1303,133.12,Wallet,Success,Invalid PIN,1/31/2024 10:22
7517,1018,3332.62,Wallet,Success,Bank Server Down,2/20/2024 19:15
1067,1673,1441.39,CARD,Failed,Timeout,2/8/2024 13:21
13902,1750,111.2,Card,Failed,,1/28/2024 11:42
13804,1417,1229.25,NetBanking,Success,Timeout,1/29/2024 14:55
415,1995,0,upi,Success,Bank Server Down,2/5/2024 20:02
6627,1263,3350.02,CARD,Success,Timeout,1/29/2024 18:24
12622,1866,1101.94,UPI,Success,Invalid PIN,2/24/2024 22:34
9954,1798,602.85,Wallet,Failed,,1/3/2024 8:03
855,1421,1290.46,NetBanking,Success,Invalid PIN,1/30/2024 1:38
4002,1111,3270.38,CARD,Failed,,2/4/2024 17:15
7532,1871,4082.53,Wallet,Success,Invalid PIN,2/24/2024 15:07
1713,1832,1907.81,CARD,Success,Bank Server Down,1/3/2024 4:56
7793,1292,118.91,NetBanking,Success,Invalid PIN,1/26/2024 23:04
1568,1050,313.99,UPI,Success,,2/8/2024 3:26
943,1258,1309.69,Card,Failed,Bank Server Down,1/15/2024 14:56
9836,1396,1413.16,upi,Success,Timeout,1/10/2024 14:27
10027,1249,248.71,Card,,Timeout,2/14/2024 7:36
589,1822,981.25,Wallet,success,,1/5/2024 11:46
4367,1493,1967.74,Wallet,Success,,1/14/2024 1:12
2888,1600,1177.68,Wallet,Success,Invalid PIN,2/16/2024 7:14
3205,1742,354.68,Wallet,success,Insufficient Balance,2/19/2024 11:38
3269,1577,3544.72,UPI,Failed,Invalid PIN,1/2/2024 1:44
2389,1954,2037.49,Card,Success,,2/25/2024 10:14
7519,1490,650.97,NetBanking,Failed,,1/10/2024 17:06
10689,1784,1887.05,NetBanking,Failed,,1/3/2024 20:42
4361,1431,328.71,Card,FAILED,Bank Server Down,2/6/2024 15:59
4117,1891,2134.76,CARD,Failed,,2/18/2024 15:11
9637,1692,1176.07,Card,Success,,2/3/2024 21:43
5319,1123,6884.15,,Failed,Invalid PIN,1/19/2024 6:31
8298,1864,584.75,Card,Success,Bank Server Down,1/9/2024 0:19
4778,1279,134.63,NetBanking,Success,,1/4/2024 20:48
2633,1607,3657.62,Wallet,Success,Bank Server Down,1/19/2024 7:06
1846,1026,677.36,UPI,Success,Timeout,1/14/2024 20:47
9170,1013,1133.24,Card,Success,Timeout,1/17/2024 16:48
4608,1573,2272.33,CARD,Success,Bank Server Down,1/1/2024 21:32
6454,1842,428.32,NetBanking,Failed,Bank Server Down,2/1/2024 4:03
324,1123,7075.24,Wallet,Success,Invalid PIN,1/24/2024 18:16
2713,1591,2485.92,upi,Success,Invalid PIN,2/7/2024 12:49
1780,1933,6934.36,upi,Failed,Bank Server Down,2/29/2024 1:20
9563,1423,251.93,Wallet,Success,,1/10/2024 7:51
2419,1604,540.58,NetBanking,success,,2/6/2024 13:08
1907,1957,106.44,UPI,Success,Insufficient Balance,2/15/2024 19:26
7722,1977,186.48,,Success,,1/1/2024 9:58
395,1103,603.42,Wallet,Success,,2/26/2024 18:08
11254,1336,755.46,upi,Success,Insufficient Balance,1/23/2024 3:20
6726,1920,455.98,upi,Success,Insufficient Balance,1/9/2024 17:29
13371,1670,86.01,CARD,FAILED,Bank Server Down,1/20/2024 11:48
6001,1153,986.15,NetBanking,Failed,Invalid PIN,2/13/2024 16:15
1553,1827,2124.9,,Success,,2/9/2024 7:17
4736,1076,295.03,Card,Success,,1/8/2024 9:18
5841,1659,59.87,,Success,,1/11/2024 6:47
6306,1146,1761.4,upi,Success,Insufficient Balance,1/26/2024 2:47
1756,1084,457.89,UPI,Success,,2/11/2024 1:10
10673,1167,91.65,Wallet,Success,Timeout,1/10/2024 8:06
13857,1427,660.48,CARD,Success,,2/25/2024 21:07
1325,1731,2867.31,UPI,Success,Invalid PIN,1/21/2024 17:01
13725,1718,1750.63,,Success,Timeout,1/6/2024 15:43
7634,1810,1156.32,Card,success,Invalid PIN,2/27/2024 7:00
764,1189,1174.37,CARD,Success,Bank Server Down,1/11/2024 16:42
4922,1369,945.96,CARD,Success,Timeout,1/26/2024 7:22
14865,1436,555.86,NetBanking,Success,Bank Server Down,2/14/2024 10:20
616,1057,2715.35,CARD,Failed,,2/27/2024 12:36
13672,1622,585.68,UPI,Failed,Bank Server Down,2/7/2024 16:37
3227,1448,262.2,CARD,Success,Bank Server Down,1/14/2024 23:57
11559,1741,2721.64,Card,Success,,2/21/2024 8:37
8435,1760,943.63,upi,Success,,2/21/2024 5:04
11313,1707,34.39,UPI,Failed,,1/25/2024 10:36
3728,1697,1006.22,NetBanking,Success,Invalid PIN,2/23/2024 16:24
260,1974,3295.21,UPI,Success,Invalid PIN,2/8/2024 2:04
13471,1825,606.26,upi,,Insufficient Balance,2/24/2024 16:20
8221,1778,222.62,upi,Success,Invalid PIN,1/9/2024 16:25
14837,1437,524.35,UPI,Success,Invalid PIN,1/18/2024 1:29
8341,1380,2571.51,Card,,Timeout,1/30/2024 11:32
3657,1352,932.97,UPI,Success,,1/21/2024 1:25
8337,1440,2680.27,UPI,Success,Bank Server Down,1/9/2024 21:22
9413,1326,827.89,CARD,Success,Timeout,2/12/2024 0:09
14114,1072,733.95,upi,Failed,Bank Server Down,1/13/2024 9:16
8451,1160,259.79,UPI,success,Insufficient Balance,1/6/2024 4:41
115,1295,4076.05,Wallet,Success,,2/10/2024 6:34
6843,1263,554.87,Card,Success,Invalid PIN,1/4/2024 9:45
9848,1080,1972.28,upi,Failed,,2/10/2024 0:15
13623,1245,206.91,Wallet,Failed,Invalid PIN,1/14/2024 23:39
9328,1693,1111.17,CARD,Success,Invalid PIN,1/31/2024 0:24
10149,1767,4573.6,Card,Success,Insufficient Balance,1/15/2024 7:02
7971,1245,769.66,CARD,Failed,Invalid PIN,2/15/2024 15:32
6514,1489,926.94,CARD,Success,Invalid PIN,2/21/2024 4:26
6000,1594,3248.14,CARD,Failed,Invalid PIN,2/1/2024 2:37
1415,1571,3105.09,upi,Success,,1/27/2024 4:25
13288,1316,910.34,CARD,Success,Insufficient Balance,1/4/2024 19:20
5547,1016,487.79,UPI,Success,Invalid PIN,1/14/2024 20:15
11715,1385,2564.15,CARD,Success,,2/9/2024 0:18
10053,1543,117.26,Card,Failed,,2/4/2024 7:40
2181,1540,767.04,UPI,Failed,,1/31/2024 13:00
9158,1888,147.39,Wallet,Success,Timeout,1/8/2024 12:54
14317,1414,300.09,NetBanking,FAILED,Timeout,1/10/2024 20:53
12964,1252,149.91,upi,Success,Insufficient Balance,1/4/2024 22:48
6137,1648,2551.22,NetBanking,Success,Insufficient Balance,2/14/2024 3:16
6264,1557,662.78,CARD,Success,Invalid PIN,1/26/2024 18:19
915,1684,1598.29,CARD,Success,Invalid PIN,2/18/2024 7:08
12676,1748,459.82,upi,Failed,Invalid PIN,1/5/2024 17:36
13627,1734,166.91,NetBanking,Failed,Insufficient Balance,2/4/2024 15:34
12756,1714,1269.52,upi,Failed,Insufficient Balance,1/5/2024 20:54
13074,1425,3557.19,upi,Success,,1/24/2024 14:51
13991,1603,1149.86,Card,Success,Timeout,2/13/2024 12:48
6113,1386,4172.69,Card,FAILED,Insufficient Balance,2/22/2024 22:18
7714,1720,233.97,Wallet,Success,Insufficient Balance,1/20/2024 9:41
12771,1323,116.25,CARD,Success,Bank Server Down,1/19/2024 23:12
11709,1019,578.87,,Failed,Bank Server Down,1/17/2024 15:30
9988,1163,3158.14,NetBanking,Failed,Insufficient Balance,1/29/2024 21:36
9855,1266,1546.18,upi,Success,,1/9/2024 18:10
14082,1742,3449.27,CARD,success,Timeout,1/23/2024 3:30
14810,1277,623.33,CARD,Failed,,1/30/2024 3:53
7461,1528,2340.84,Wallet,Success,Bank Server Down,1/26/2024 18:41
252,1648,1953.94,Wallet,Failed,Bank Server Down,2/15/2024 8:39
6946,1246,590.6,NetBanking,Failed,,1/20/2024 20:27
11217,1242,1662.25,,Success,Insufficient Balance,1/12/2024 14:48
9322,1531,1157.73,Card,Success,Insufficient Balance,1/3/2024 7:59
10273,1310,2517,NetBanking,Success,,2/27/2024 8:18
14576,1143,144.86,,Success,,2/3/2024 21:34
593,1268,1024.07,UPI,Success,Invalid PIN,1/5/2024 18:18
14846,1978,353.78,,Success,Insufficient Balance,1/29/2024 22:35
13512,1666,480.11,NetBanking,Success,Bank Server Down,2/10/2024 22:17
11020,1372,407.63,,FAILED,Timeout,1/9/2024 16:00
8261,1420,2033.48,NetBanking,Failed,Invalid PIN,1/29/2024 18:05
5220,1052,608.34,,Success,Invalid PIN,1/26/2024 11:21
2778,1250,234.72,CARD,Success,Bank Server Down,1/27/2024 9:05
305,1438,556.01,,Success,Insufficient Balance,2/11/2024 6:14
8689,1914,750.62,CARD,success,Bank Server Down,1/24/2024 5:20
14815,1272,1798.87,Wallet,Success,,1/10/2024 12:12
11535,1662,2503.41,upi,Success,,1/30/2024 10:11
14459,1885,198.66,NetBanking,Success,,2/22/2024 10:23
5337,1277,2163.04,NetBanking,Success,Timeout,1/2/2024 8:53
14863,1845,1913.29,NetBanking,Failed,,2/19/2024 2:23
9758,1191,2080.44,upi,Success,Bank Server Down,1/12/2024 18:24
12942,1715,147.41,Card,Failed,Bank Server Down,2/13/2024 3:05
10509,1210,1250.29,Wallet,Failed,Invalid PIN,2/23/2024 17:36
10880,1550,420.2,upi,Success,Insufficient Balance,2/17/2024 0:05
4502,1396,2812.6,upi,Success,Invalid PIN,1/10/2024 3:23
8844,1871,481.49,NetBanking,Success,Bank Server Down,2/16/2024 1:49
2363,1038,17.46,UPI,Success,Bank Server Down,1/18/2024 5:42
11312,1460,133.29,NetBanking,Failed,,2/11/2024 23:47
9382,1852,1337.32,CARD,Success,Bank Server Down,2/1/2024 4:54
9527,1526,710.65,UPI,Success,Invalid PIN,1/23/2024 17:51
14022,1491,681.13,upi,FAILED,Insufficient Balance,1/11/2024 12:19
738,1825,574.5,upi,Success,Bank Server Down,1/22/2024 9:01
8098,1042,397.64,Wallet,Success,Invalid PIN,1/15/2024 17:04
11884,1983,2667.2,CARD,Success,Timeout,1/30/2024 15:28
6544,1729,5941.17,,Success,Insufficient Balance,2/9/2024 22:04
12523,1443,1133.01,upi,Success,Bank Server Down,1/16/2024 4:41
8836,1840,1462.77,Card,Failed,,2/27/2024 20:44
11834,1800,442.39,Card,Failed,Insufficient Balance,2/13/2024 23:44
4275,1887,2790.37,CARD,Success,Bank Server Down,1/30/2024 0:09
2221,1114,2036.45,Wallet,Success,Insufficient Balance,2/17/2024 1:19
13940,1776,1106.64,UPI,Failed,,2/15/2024 1:26
14769,1866,1434.74,CARD,Success,,1/21/2024 20:32
7246,1227,1272.38,Wallet,Failed,Bank Server Down,1/8/2024 2:12
1161,1666,651.5,upi,,Bank Server Down,1/3/2024 18:24
4958,1259,2774.35,CARD,Success,Timeout,1/3/2024 18:40
13499,1971,1055.73,upi,Success,Insufficient Balance,2/8/2024 13:50
6083,1365,4163.67,Wallet,Success,Invalid PIN,1/26/2024 13:31
6699,1572,909.31,,Success,Insufficient Balance,1/5/2024 16:41
12191,1454,835.35,Card,Success,Invalid PIN,2/7/2024 2:37
3911,1204,1127.28,CARD,Success,,1/28/2024 4:07
14326,1457,4293.83,,Success,Bank Server Down,1/11/2024 11:30
11672,1068,3713.33,upi,Success,Timeout,1/2/2024 21:25
13944,1904,1642.19,Card,Success,,2/28/2024 23:40
1859,1400,1383.94,NetBanking,Success,Timeout,1/31/2024 3:05
5810,1700,1032.3,,Failed,Bank Server Down,1/21/2024 4:54
7300,1151,236.13,NetBanking,Success,Invalid PIN,2/1/2024 15:27
466,1171,1850,Wallet,Success,Bank Server Down,2/17/2024 16:25
14986,1621,2566.26,Card,Success,Insufficient Balance,2/8/2024 9:26
6117,1887,333.7,upi,success,Insufficient Balance,2/29/2024 14:27
1197,1055,250.55,NetBanking,Success,Insufficient Balance,2/2/2024 14:57
10855,1153,4072.87,Wallet,Success,Insufficient Balance,1/4/2024 23:21
13281,1908,497.12,upi,Success,Insufficient Balance,2/8/2024 6:23
7504,1753,1105.13,upi,Failed,Bank Server Down,1/5/2024 21:02
1346,1644,3090.33,Wallet,Success,,1/13/2024 22:58
8759,1431,3892.27,NetBanking,Failed,Bank Server Down,1/8/2024 19:27
8445,1904,385.53,Wallet,Failed,Insufficient Balance,1/6/2024 4:12
14871,1661,192.43,Card,Success,Insufficient Balance,2/21/2024 13:47
7057,1826,2415.91,,Success,Invalid PIN,2/29/2024 8:01
10419,1683,542.32,Card,Failed,Timeout,1/14/2024 17:29
6549,1857,1747.93,CARD,,,1/14/2024 17:44
6545,1513,1553.89,,Success,Invalid PIN,2/4/2024 23:03
9843,1849,73.83,NetBanking,success,Insufficient Balance,2/13/2024 0:53
1687,1677,2434.39,UPI,Success,Insufficient Balance,2/2/2024 0:30
8947,1433,229.73,NetBanking,Failed,,1/21/2024 9:15
8410,1089,1421.68,NetBanking,FAILED,Insufficient Balance,1/8/2024 5:40
470,1045,683.37,,Failed,Insufficient Balance,1/10/2024 7:08
11653,1355,1694.07,,Success,Bank Server Down,1/23/2024 11:13
3248,1238,3850,Wallet,Success,Invalid PIN,2/11/2024 23:50
13837,1379,173.31,Card,Success,,1/31/2024 19:13
4009,1434,154.91,UPI,Success,,2/8/2024 20:32
778,1061,330.64,CARD,,Timeout,1/23/2024 10:58
4847,1416,2644.76,upi,Success,,1/17/2024 18:56
10177,1520,1163.5,Card,Success,Insufficient Balance,2/5/2024 23:38
3952,1020,496.04,,Success,Invalid PIN,1/25/2024 6:13
6553,1735,1352.6,CARD,Failed,Timeout,2/8/2024 12:40
10709,1226,483.97,CARD,Success,,1/4/2024 2:48
4146,1734,2459.48,Wallet,FAILED,Invalid PIN,1/2/2024 6:18
5151,1100,158.71,Wallet,Success,,1/2/2024 22:46
13827,1345,943.59,NetBanking,Failed,Insufficient Balance,2/15/2024 21:03
13756,1712,3745.97,Card,Success,,1/13/2024 8:44
13560,1736,284.66,NetBanking,Success,Insufficient Balance,1/15/2024 6:03
8870,1478,588.35,CARD,Failed,,1/6/2024 0:53
8118,1796,3064.48,UPI,Success,Invalid PIN,2/10/2024 21:13
12251,1769,3693.29,upi,Failed,Invalid PIN,2/1/2024 10:21
10143,1544,1627.11,upi,Failed,Insufficient Balance,1/7/2024 23:13
13592,1176,1819.84,NetBanking,,Invalid PIN,1/3/2024 1:13
1668,1284,3178.55,Card,Failed,Insufficient Balance,1/10/2024 9:43
90,1387,1566.32,CARD,Failed,Invalid PIN,2/20/2024 20:43
12883,1011,242.34,upi,Success,Insufficient Balance,1/23/2024 5:16
8320,1558,2086.92,,Failed,,2/15/2024 6:04
13990,1209,2764.8,Wallet,,,2/23/2024 10:00
3437,1707,774.41,upi,Success,Invalid PIN,2/9/2024 4:02
13442,1329,2402.8,Wallet,FAILED,Invalid PIN,2/11/2024 20:24
8655,1113,161.43,UPI,Failed,Invalid PIN,2/28/2024 3:54
9893,1904,81.93,Wallet,Success,Invalid PIN,1/28/2024 15:00
14196,1973,2169.87,Card,Success,Insufficient Balance,2/3/2024 20:59
8866,1599,688.7,Card,,,2/5/2024 5:29
1430,1378,1019.09,Wallet,Success,,2/21/2024 9:47
7131,1980,1689.52,CARD,Success,Invalid PIN,1/27/2024 14:20
1646,1688,115.86,Wallet,Success,,1/7/2024 7:06
8067,1742,237.14,Wallet,Success,,2/16/2024 20:14
1699,1457,3838.6,NetBanking,FAILED,Bank Server Down,2/15/2024 1:01
8068,1990,2719.4,UPI,Success,Insufficient Balance,2/6/2024 5:55
3939,1654,762.26,UPI,Success,Timeout,2/6/2024 17:46
1515,1046,983.72,NetBanking,success,Insufficient Balance,2/26/2024 8:45
6246,1425,806.26,NetBanking,Failed,Bank Server Down,2/3/2024 14:28
9052,1221,1789.75,upi,FAILED,Timeout,1/2/2024 5:03
3013,1171,205.92,CARD,Success,,1/5/2024 22:53
591,1819,97.16,Card,Success,Insufficient Balance,2/12/2024 9:21
11248,1390,2112.12,NetBanking,Success,Invalid PIN,1/28/2024 11:25
14299,1203,464.07,Card,Success,Invalid PIN,1/28/2024 4:43
401,1472,4537.51,upi,Success,,1/4/2024 17:43
4134,1128,853.91,UPI,Success,Invalid PIN,2/8/2024 8:00
4527,1102,2968.74,Wallet,Failed,,2/25/2024 13:06
11483,1268,1357.13,,Success,Timeout,1/23/2024 7:52
6529,1058,776.76,NetBanking,Success,Invalid PIN,1/14/2024 5:12
10849,1470,1286.72,upi,Success,Invalid PIN,2/24/2024 14:20
13923,1568,1781.4,UPI,Success,Insufficient Balance,1/6/2024 7:50
12129,1279,1126.63,CARD,Success,Bank Server Down,2/5/2024 1:08
8232,1941,929.21,CARD,,Timeout,2/8/2024 20:22
4735,1796,768.11,Wallet,Success,Insufficient Balance,1/10/2024 16:25
6744,1424,1018.5,CARD,Success,Timeout,1/20/2024 20:46
1961,1373,2353.13,Card,Failed,Timeout,1/30/2024 9:21
2548,1317,1672.64,Card,Failed,Timeout,1/4/2024 14:26
4871,1162,1983.9,NetBanking,Success,Invalid PIN,2/22/2024 16:47
1728,1608,528.8,,Success,,2/22/2024 23:57
4930,1578,2253.12,NetBanking,Failed,,1/2/2024 7:38
4182,1727,2639.82,NetBanking,,Invalid PIN,2/9/2024 23:22
12739,1015,935.24,CARD,Success,,1/28/2024 18:43
7306,1112,2764.95,CARD,Failed,Insufficient Balance,1/25/2024 5:02
9824,1633,2508.02,Wallet,Success,Insufficient Balance,2/13/2024 21:05
1007,1145,808.3,Card,Success,Timeout,1/20/2024 9:51
9451,1460,2869.61,NetBanking,Success,Bank Server Down,2/19/2024 11:09
13860,1228,6682.29,NetBanking,success,,2/13/2024 3:20
2170,1328,10.21,upi,Success,Timeout,1/8/2024 21:05
2783,1305,31.06,upi,Success,Bank Server Down,2/12/2024 13:56
10401,1383,703.93,NetBanking,Success,Bank Server Down,1/3/2024 7:46
5020,1786,501.4,UPI,Success,Invalid PIN,1/29/2024 18:22
5610,1220,2064.47,,Success,Bank Server Down,1/14/2024 7:52
13171,1832,4715.65,NetBanking,Success,,2/23/2024 12:25
6601,1892,395.01,upi,Success,Timeout,1/6/2024 11:54
9648,1830,1638.1,Wallet,Success,Bank Server Down,1/7/2024 8:07
10935,1700,442.85,upi,Success,Insufficient Balance,1/8/2024 6:36
2976,1290,1374.49,CARD,Success,Bank Server Down,2/7/2024 8:43
13753,1792,2842.74,Card,Success,,2/9/2024 14:11
12560,1414,3934.26,Card,success,,2/22/2024 6:33
10404,1236,4089.27,Card,Failed,Bank Server Down,2/21/2024 0:22
10948,1256,2390.44,NetBanking,Failed,,2/24/2024 12:45
10868,1002,1643.56,CARD,Success,Bank Server Down,1/2/2024 4:10
2411,1491,1575.81,NetBanking,Success,Invalid PIN,2/7/2024 1:08
4964,1583,0,UPI,Success,Bank Server Down,2/10/2024 7:29
8236,1937,597.51,Card,Success,,2/6/2024 5:50
364,1345,3282,upi,Success,Timeout,1/8/2024 18:42
8512,1452,52.28,CARD,Success,Insufficient Balance,1/8/2024 23:21
4970,1991,2899.73,Card,Success,Timeout,1/4/2024 9:04
7736,1490,163.8,CARD,Success,Invalid PIN,2/8/2024 3:24
9049,1565,2410.51,Card,Success,,1/16/2024 23:06
14201,1441,2022.89,,Success,Invalid PIN,1/15/2024 18:37
14990,1887,2205.1,Wallet,Success,,2/17/2024 17:04
1057,1880,982.82,Card,Success,,1/9/2024 1:32
2519,1685,1650.28,Wallet,Success,Invalid PIN,1/18/2024 8:27
10837,1313,11014.58,Card,success,Insufficient Balance,2/6/2024 0:00
11339,1642,979.57,Card,success,Invalid PIN,2/23/2024 11:38
14448,1473,310.79,upi,Success,Bank Server Down,1/22/2024 4:25
8345,1819,11.52,upi,Success,Timeout,1/16/2024 13:17
5084,1389,1174.29,Wallet,Success,Invalid PIN,1/16/2024 13:26
5204,1437,2375.14,upi,Success,Invalid PIN,2/16/2024 21:11
10437,1274,2465.9,Wallet,Success,,1/1/2024 8:51
2838,1963,1224,upi,Success,Insufficient Balance,2/29/2024 4:09
10767,1550,3460.06,CARD,Success,,2/5/2024 22:25
1413,1319,161.5,UPI,Success,Invalid PIN,2/29/2024 20:15
12762,1614,585.81,upi,Success,Bank Server Down,1/1/2024 12:51
7705,1098,1317.29,Card,Success,Bank Server Down,2/16/2024 9:53
4814,1821,148.01,upi,Success,Bank Server Down,2/19/2024 3:25
1363,1804,842.49,CARD,Failed,,1/17/2024 19:47
10339,1077,525.54,CARD,Success,Insufficient Balance,2/17/2024 19:23
12327,1272,2218.77,CARD,,Timeout,1/8/2024 21:45
4610,1126,716.28,Card,Failed,Timeout,1/6/2024 14:31
9423,1607,220.84,UPI,Success,Insufficient Balance,1/25/2024 22:10
4961,1357,1258.43,UPI,Success,Insufficient Balance,1/6/2024 23:29
4025,1959,1623.15,UPI,FAILED,,1/27/2024 0:19
3404,1590,1058.96,NetBanking,Failed,Bank Server Down,1/4/2024 18:34
7234,1725,3845.94,UPI,success,Timeout,2/21/2024 8:10
755,1738,1031.35,,,Timeout,1/22/2024 3:33
2928,1664,4939.69,NetBanking,Success,,2/21/2024 13:57
6841,1630,18.94,,Success,,2/20/2024 8:09
10908,1125,719.2,UPI,Success,Bank Server Down,1/16/2024 8:27
11674,1084,301.88,Wallet,Success,Bank Server Down,1/30/2024 22:44
8471,1928,5086.88,upi,Success,Timeout,1/23/2024 17:43
29,1191,979.5,NetBanking,Success,Insufficient Balance,1/4/2024 17:31
1683,1987,1186.73,CARD,Success,Timeout,2/28/2024 11:11
14584,1869,154.83,,Success,Timeout,2/17/2024 1:36
11182,1533,50.93,Card,Success,,2/24/2024 12:58
349,1871,2247.9,upi,Success,Timeout,2/7/2024 10:50
13191,1280,1689.18,Card,Success,Bank Server Down,2/9/2024 1:35
6265,1371,1582.75,CARD,Success,Insufficient Balance,1/23/2024 15:32
7345,1764,164.05,Wallet,,Timeout,2/12/2024 23:48
